,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
5801,False,/kCGYsHtHpRshsYw0tTdF4YYJVRy.jpg,"[9648, 18, 80]",11498,en,Dead Again,"In 1949, composer Roman Strauss is executed for the murder of his wife. In 1990s Los Angeles, a detective comes across a mute amnesiac woman who is somehow linked to the Strauss murder.",17.24,/irEnDVtxox6gnRJuwtEZuxvl2vZ.jpg,1991-08-23,Dead Again,False,6.4,357
5802,False,/dgZ5e1q6dGUYLUxepmZTmoGqwEy.jpg,"[10749, 35]",286554,en,Two Night Stand,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",11.4,/rz0YnlHieXP9SBuJU4ANBW8ttIw.jpg,2014-09-26,Two Night Stand,False,6.419,1791
5803,False,/xarA1q7NcqPVXD2gOKslUeynqRD.jpg,"[878, 18]",991,en,The Man Who Fell to Earth,"Thomas Jerome Newton is an alien who has come to Earth in search of water to save his home planet. Aided by lawyer Oliver Farnsworth, Thomas uses his knowledge of advanced technology to create profitable inventions. While developing a method to transport water, Thomas meets Mary-Lou, a quiet hotel clerk, and begins to fall in love with her. Just as he is ready to leave Earth, Thomas is intercepted by the U.S. government, and his entire plan is threatened.",15.979,/gwmPVphE5DMFFGXGMhfEFyxOOYj.jpg,1976-03-18,The Man Who Fell to Earth,False,6.419,497
5804,False,/e8FyMnifoN5BMuRFE97fS1lJZ6S.jpg,"[53, 28]",1085218,da,Underverden 2,"Seven years ago, Zaid went to war against the Copenhagen underworld to avenge his dead brother. His identity as a respected doctor of cardiology and life as a family man is but a fading dream, and in prison Zaid suffers the loss of his son Noah, whom he barely knows. When a police agent approaches Zaid and offers him a deal to be released in exchange for infiltrating the Copenhagen underworld, he sees his chance to reclaim the remnants of the family life he left behind. But everything has a price, and Zaid realizes that he has now seriously endangered his son's life. After all, once you become part of the underworld, is there any way out?",28.715,/c8B4DsVcFVDLVmbpHMHU3RjLNAV.jpg,2023-04-13,Darkland: The Return,False,6.418,419
5805,False,/g3hni0i9iAQ13jDGOFWavJFlojc.jpg,"[28, 53]",341013,en,Atomic Blonde,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,33.792,/kV9R5h0Yct1kR8Hf8sJ1nX0Vz4x.jpg,2017-07-26,Atomic Blonde,False,6.418,6056
5806,False,/e9P6n1X7zmYbRK4ukwoBcRIj3BV.jpg,"[35, 10749, 18]",95610,en,Bridget Jones's Baby,"After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.",19.673,/5hHomngoPZrNoXOPlyaHV6eXaQW.jpg,2016-09-14,Bridget Jones's Baby,False,6.418,2828
5807,False,/x4dH86KvLTGlIBMQb7kNTB0svy5.jpg,"[12, 28, 35, 37]",8584,en,Shanghai Noon,"Chon Wang, a clumsy imperial guard trails Princess Pei Pei when she is kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.",29.554,/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg,2000-05-26,Shanghai Noon,False,6.418,2426
5808,False,/2K4ZRi6bYrl9Ha53uRi4ZyoYuft.jpg,[35],2294,en,Jay and Silent Bob Strike Back,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",18.416,/aEsAdMAhwKYFgnHHxMOknktQYKK.jpg,2001-08-22,Jay and Silent Bob Strike Back,False,6.418,1480
5809,False,/uwb6ojh9Xc0dqJI3hIE1cxk3tPu.jpg,[35],173185,fr,20 ans d'écart,"38-year-old Alice has everything to become the next editor-in-chief of Rebelle magazine except for her uptight image. But when the young and charming Balthazar, barely 20, crosses Alice's path, she realizes that he holds the key to her promotion.",36.569,/7PbiUzPjM6ZvD9sGppBtdLcDdwx.jpg,2013-03-06,It Boy,False,6.417,1372
5810,False,/5fKDsHMfY3K7vV1JFECYaafnwwx.jpg,"[18, 36, 53]",61891,en,Anonymous,"Set against the backdrop of the succession of Queen Elizabeth I, and the Essex Rebellion against her, the story advances the theory that it was in fact Edward De Vere, Earl of Oxford who penned Shakespeare's plays.",13.968,/mRjdFP0kqCPaDKeXgQtsb7how6e.jpg,2011-10-21,Anonymous,False,6.4,704
5811,False,/nTRVMNxlz4xNE9XnpmVphU40dJd.jpg,"[27, 53]",16871,en,Drag Me to Hell,"After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.",33.816,/fdyejM5Zd6dsa0YyWa02ZAKwQzK.jpg,2009-05-27,Drag Me to Hell,False,6.417,3547
5812,False,/lwK1HY1ml8bnTaQJzzcKfe2q93O.jpg,"[80, 18, 53, 28]",7873,en,Harsh Times,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",18.563,/raBWBnGz2X6FQ3iUwPwYQE4FrkY.jpg,2005-09-11,Harsh Times,False,6.417,659
5813,False,/a6lJwBf62zCmMQMunhAKimX7Mnp.jpg,"[28, 12, 878]",559,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",72.033,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,2007-05-01,Spider-Man 3,False,6.417,13657
5814,False,/snbRXbkzEpc35mFDlwUg41cN8aw.jpg,"[27, 18, 9648, 878]",582913,en,The Room,"Kate and Matt discover that a part of their house can grant wishes. In the wake of two miscarriages, what they want most is a child.",33.214,/bWyQwZziHh1DK9F59eqahZD8Upc.jpg,2019-09-12,The Room,False,6.416,894
5815,False,/lwwVM9MHvFBPSt5w8OU8yuh4Ak7.jpg,"[18, 35]",268238,en,The Second Best Exotic Marigold Hotel,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,15.534,/j4PARl3gDpv2K45YAv0tgocLW5K.jpg,2015-02-26,The Second Best Exotic Marigold Hotel,False,6.418,695
5816,False,/9P6GexdU3qGYhSYamrVWrDeJ2JP.jpg,"[18, 10749, 35]",81025,en,Salmon Fishing in the Yemen,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,11.918,/tSmZAKh1H80AGERgMOvXAWTwbVQ.jpg,2012-03-09,Salmon Fishing in the Yemen,False,6.414,847
5817,False,/tmOQmd2F3S9GOynUKar4r15EE8l.jpg,"[18, 28, 53]",13333,cn,死亡遊戲,A martial arts movie star must fake his death to find the people who are trying to kill him.,26.334,/c6jgLHaQpdIPH1rC94KkjAqgE7O.jpg,1978-03-23,Game of Death,False,6.414,638
5818,False,/pcV7DctSDwUafYURfW7LvTTVjsv.jpg,"[37, 28, 18]",13249,en,Seraphim Falls,"The Civil War has ended, but Colonel Morsman Carver is on one final mission – to kill Gideon, no matter what it takes. Launched by a gunshot and propelled by rage, the relentless pursuit takes the two men through frigid snow-capped mountains and arid deserts, far from the comforts and codes of civilisation, into the bloodiest recesses of their own souls.",21.806,/3WCcrCYq9mCyFGLpgx2IwhpURTe.jpg,2007-01-26,Seraphim Falls,False,6.414,540
5819,False,/5EaSawAzNGCEu6zjrFdNIAVSpaF.jpg,"[27, 53]",9792,en,The Hills Have Eyes,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",50.994,/53x6ZGyYLgYwa5VQRdSqvVYwrl9.jpg,2006-03-10,The Hills Have Eyes,False,6.414,2862
5820,False,/4KjQqPiucOTOmK0GXCMGzNqNiiX.jpg,[35],11444,fr,Le Placard,"A man spreads the rumor of his fake homosexuality with the aid of his neighbor, to prevent his imminent firing at his work.",13.197,/kNm5Jxr3iulG8tfYHqDD0ahODCw.jpg,2001-01-17,The Closet,False,6.413,462
5821,False,/595WmPkDojtR9XVu2ssKfSIWu3a.jpg,"[10749, 18]",10677,en,Dirty Dancing: Havana Nights,"In pre-revolution Cuba, Katey Miller is about to defy everyone's expectations. Instead of a parent-approved suitor, Katey is drawn to the sexy waiter, Javier, who spends his nights dancing in Havana's nightclubs. As she secretly learns to dance with Javier, she learns the meanings of love, sensuality and independence.",13.856,/fL0psQFnroOkBpj3RLqkWJrnO2X.jpg,2004-02-27,Dirty Dancing: Havana Nights,False,6.4,635
5822,False,/7zVPeUgL6pgBmV0H9ptqeMiGHUD.jpg,[35],10246,en,Porky's,"In 1954 Florida, a group of high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",25.371,/AqCOt1cWfKqCepxK7LIdT812idH.jpg,1981-11-13,Porky's,False,6.413,820
5823,False,/3YqFugvX6pQA3FU17maO0DgAo7.jpg,"[12, 16, 35, 10751]",9975,en,Curious George,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",20.98,/aGHC2lVMJtCwH6L40K5QnMeNIds.jpg,2006-02-10,Curious George,False,6.413,482
5824,False,/mQngZ4DtXqdkX9fOQRsm9iym5OW.jpg,"[10751, 28]",626393,en,The Sleepover,"Two siblings who discover their seemingly normal mom is a former thief in witness protection. Mom is forced to pull one last job, and the kids team up to rescue her over the course of an action-packed night.",18.753,/9iEc34Qje2V3FZnrSXKfZsbiHjW.jpg,2020-08-21,The Sleepover,False,6.412,390
5825,False,/2cteiqXBe22uO3nF4OaLus0k1XX.jpg,"[28, 35, 80, 9648]",302699,en,Central Intelligence,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",56.242,/7irCMBIivXAqjZ7MgZoGVLrgACR.jpg,2016-06-16,Central Intelligence,False,6.412,5727
5826,False,/fXQw655zAe0YF4pnRqsml7XTVWZ.jpg,"[28, 35]",44147,en,Wild Target,"Victor Maynard is a middle-aged, solitary assassin who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims. After sparing her life, he unexpectedly acquires a young apprentice. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client.",13.91,/ejKD5DQ7jouzEkz1fx5Fr8li2ZA.jpg,2010-06-17,Wild Target,False,6.412,681
5827,False,/75S1XsekIPF7c99g5cby0DeorPz.jpg,"[28, 9648, 53]",27576,en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",35.203,/71JObQnwxUbBSfsHltnb6u9dGmf.jpg,2010-07-21,Salt,False,6.412,5307
5828,False,/8sajLN5R5jNhqnYbL6KgRHDepa.jpg,"[35, 18, 10749]",12308,it,L'ultimo bacio,"Giulia and Carlo have been happy together for three years, but Giulia's announcement that she is pregnant sends him into a secret panic. Terrified at his imminent entry into the adult world of irreversible responsibilities, Carlo finds himself tempted by a bewitching 18-year-old girl, Francesca, whom he meets by chance at a wedding. The possibility of one last youthful crazy fling before the impending prison of parenthood proves to be too attractive to resist.",10.596,/kD2liMe1Jzs6j9nZ14vZWiURrck.jpg,2001-02-01,The Last Kiss,False,6.412,494
5829,False,/w8VDpCcKezdBbXJEWMHwttI35mU.jpg,"[27, 53]",4513,en,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",22.251,/7LwSrvFA0gz1KAlcrGcinoQPene.jpg,2007-10-17,30 Days of Night,False,6.412,2646
5830,False,/bxxupqG6TBLKC60M6L8iOvbQEr6.jpg,"[28, 35, 80]",2661,en,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,37.694,/zzoPxWHnPa0eyfkMLgwbNvdEcVF.jpg,1966-07-30,Batman,False,6.412,892
5831,False,/YZMpzCAQ8Ljnq2XOWkWOasexsw.jpg,"[35, 10749]",611207,en,The Knight Before Christmas,A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.,11.981,/ivymBQYzYqZoLhvgYg77gSzXKsA.jpg,2019-11-21,The Knight Before Christmas,False,6.411,1073
5832,False,/lQppSn8sl6ivnxGNq8ADtC13NCE.jpg,"[28, 80, 18, 53]",136797,en,Need for Speed,"The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.",44.2,/z42kyMizgDKetejusZgucSQsQ4l.jpg,2014-03-12,Need for Speed,False,6.411,4224
5833,False,/utSa75etSZVmMmjBV9DzAWy1flP.jpg,"[10402, 35, 18, 10749, 10751, 10770]",13655,en,Camp Rock,"When Mitchie gets a chance to attend Camp Rock, her life takes an unpredictable twist, and she learns just how important it is to be true to yourself.",19.193,/7IXMqZnwccogptThay3togKIFWw.jpg,2008-06-20,Camp Rock,False,6.411,2045
5834,False,/dbk1GH7eRmUrs8y9WFQP1corti2.jpg,"[18, 10749, 35]",4380,en,Shall We Dance?,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",16.466,/aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg,2004-10-15,Shall We Dance?,False,6.411,1157
5835,False,/MGugItpfvFICMmSDaLTZoZFDnr.jpg,"[18, 27, 9648, 53]",2655,en,What Lies Beneath,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",28.369,/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,2000-07-21,What Lies Beneath,False,6.4,1757
5836,False,/iEwrdIBhY5N9RQTnQTyICfi2Dpp.jpg,"[12, 14, 10751]",736790,en,Chupa,"While visiting family in Mexico, a lonely boy befriends a mythical creature hiding on his grandfather's ranch and embarks on the adventure of a lifetime.",31.966,/ra3xm8KFAkwK0CdbPRkfYADJYTB.jpg,2023-04-07,Chupa,False,6.4,323
5837,False,/vT1hZ96uCcvv3C20d9nm90ZX1Ql.jpg,"[18, 53]",449756,en,The Postcard Killings,"After suffering a personal tragedy, and desperate for justice, Jacob Kanon, a veteran New York City police detective, embarks on the search for a twisted killer who is leaving a bloody trail of elaborate murders across Europe.",19.9,/ugLLTEYBuNTqdQ0zCjFCJ5mI44p.jpg,2020-03-13,The Postcard Killings,False,6.41,537
5838,False,/vYs1YGalB8IEXxdxDtqkL0vfHjO.jpg,"[878, 27]",300668,en,Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",55.039,/1dRweZy8DxGDhJFqiOA4Ni3I1ie.jpg,2018-02-22,Annihilation,False,6.411,8359
5839,False,/edeAsyMfRYmNmFUIG1WzK7gcM1y.jpg,"[878, 9648, 53, 28]",238615,en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,39.809,/b03zZZTE17iH6klsInFOlrgfYRN.jpg,2015-07-10,Self/less,False,6.41,2998
5840,False,/8GYN0Qfalejz5uswBf4YKRZRNa2.jpg,"[12, 35]",9671,en,Crocodile Dundee,"When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",88.83,/pduPduL1ub5kok3lPYT15ryC9L6.jpg,1986-09-26,Crocodile Dundee,False,6.41,1814
5841,False,/nFV71P9O6IsNUjveaeLfmzHR6hL.jpg,"[35, 18, 27, 53]",4241,ja,ビジターQ,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.",28.402,/veDqVt4oYq6mjFGasdVeEv6RPBg.jpg,2001-03-17,Visitor Q,False,6.41,474
5842,False,/5lVQD8bKoc1HqZ1tYZcfYX0CStz.jpg,"[53, 9648, 80]",3594,en,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",21.468,/mlNU8a1SkTu6cKA4LAoZxfNPng0.jpg,2007-02-23,The Number 23,False,6.4,3118
5843,False,/o7vp6bP5vJPPhRwgKxx2ce0AXRw.jpg,"[27, 18, 53, 9648]",2046,en,The Gift,"Annie Wilson, young widow and mother of three, makes her living foretelling others' futures⁠—though her own has become cloudier than even she can see. Threatened by a client's violent husband and plagued by visions of a missing local woman, Annie finds herself pulled into a thicket of lies and deception in which her extraordinary gift may ultimately get her killed.",23.018,/nQdBE1P0r4ZrgGqy5EX8sL2kXG6.jpg,2000-03-16,The Gift,False,6.4,1130
5844,False,/5d2hwlRN0YMTfodid5Dgn8XOrVR.jpg,"[18, 10749]",429189,en,Wonder Wheel,"The story of four characters whose lives intertwine amid the hustle and bustle of the Coney Island amusement park in the 1950s: Ginny, an emotionally volatile former actress now working as a waitress in a clam house; Humpty, Ginny’s rough-hewn carousel operator husband; Mickey, a handsome young lifeguard who dreams of becoming a playwright; and Carolina, Humpty’s long-estranged daughter, who is now hiding out from gangsters at her father’s apartment.",16.129,/fPXn8SW4pa4kJErAIAJLmb3Znns.jpg,2017-12-01,Wonder Wheel,False,6.409,1273
5845,False,/f02FFv77Rh62633YEjimv7C6JM3.jpg,"[27, 28, 14]",49017,en,Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",37.502,/xJJFZ7tYASyQ7rNOLTrb2JpDc7A.jpg,2014-10-01,Dracula Untold,False,6.409,5858
5846,False,/sBl1n4Oi2wX81EtXIb8NsPqJf3W.jpg,"[12, 28, 878, 53]",36668,en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men—led by Professor Charles Xavier—and the Brotherhood, a band of powerful mutants organised under Xavier's former ally, Magneto.",2.348,/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,2006-05-24,X-Men: The Last Stand,False,6.409,9350
5847,False,/uZK6kGcO2RRteHoEgkpH4Mwa3lf.jpg,"[35, 9648, 53]",12535,en,High Anxiety,"A psychiatrist with intense acrophobia (fear of heights) goes to work for a mental institution run by doctors who appear to be crazier than their patients, and have secrets that they are willing to commit murder to keep.",15.287,/urIufjhs9cnkvR0p2oZCYp6VX1e.jpg,1977-12-25,High Anxiety,False,6.409,324
5848,False,/gE1GAqWsQwxNCUkzBfDqc6BNuUG.jpg,"[35, 10749]",6557,en,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,23.978,/rEfourJfgEyKiewwH8ZkUYt9AqE.jpg,2008-01-10,27 Dresses,False,6.409,3015
5849,False,/tODsxqR6vm2LoypKSy1186RiTdL.jpg,"[18, 27, 878, 10749]",3036,en,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",15.21,/bOwCAQsZlEKrwhPi1ejY6BS8jpL.jpg,1994-11-04,Mary Shelley's Frankenstein,False,6.409,1174
5850,False,/8HbqSozBJxv6UldR9lMUECUlbLI.jpg,"[878, 12, 28]",430155,ru,Кома,"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent.",24.432,/ijJm0RSeKIr67qkHLtSmtigS6ra.jpg,2020-01-01,Coma,False,6.408,510
5851,False,/tiIpajUBpLMNWMEzpjRBxo0jCbD.jpg,"[18, 53, 27]",425972,en,Cargo,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",17.496,/cdPSUck4tBRvRu6DFk6XciDrssn.jpg,2017-10-06,Cargo,False,6.408,1666
5852,False,/vLRu9nLJ14HtVq9PrYCTr0Emb39.jpg,"[35, 27]",293970,en,The Final Girls,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer.",47.977,/gQYKSRVo5iZACFOY6x50RblI6rx.jpg,2015-10-09,The Final Girls,False,6.408,1222
5853,False,/K8dDF9Pxoqg1UECpR5gHYcXa0Q.jpg,[53],72784,en,The Loft,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",25.453,/zj0Hyaj4l0paZ9Ls5Y9K3LctZLI.jpg,2014-10-14,The Loft,False,6.408,1397
5854,False,/3iF68uCSFWQqCl5eO7ehehR6fu6.jpg,"[16, 12, 10751, 35]",10898,en,The Little Mermaid II: Return to the Sea,"Set several years after the first film, Ariel and Prince Eric are happily married with a daughter, Melody. In order to protect Melody from the Sea Witch, Morgana, they have not told her about her mermaid heritage. Melody is curious and ventures into the sea, where she meets new friends. But will she become a pawn in Morgana's quest to take control of the ocean from King Triton?",6.469,/tzrrZlY7pVTRV9GXd7Q1BkynnUx.jpg,2000-01-23,The Little Mermaid II: Return to the Sea,False,6.408,1648
5855,False,/xi4Uy11TdACds3SXglrbbmaVd90.jpg,[35],10471,en,Next Friday,"A streetwise man flees South Central Los Angeles, heading to the suburbs and his lottery-winner uncle and cousin, to avoid a neighborhood thug with a grudge who has just escaped from prison.",21.378,/dP4fYCGQZzg17ta7FvLwJVCwwt9.jpg,2000-01-12,Next Friday,False,6.408,539
5856,False,/6tCTR5Gr91Kocrt0goLrpFs1tqh.jpg,"[18, 35]",833326,fr,Rien à foutre,"Cassandre, 26, is a flight attendant for a low-cost airline. Based in Lanzarote, she’s always willing to take on extra hours and carries out her duties with robotic efficiency. On the side, she just goes with the flow and floats between Tinder, parties and lazy days. When she suddenly gets dismissed, she is forced to return home.",61.227,/wLZ5jijVpOxHuBLmsICKLXwlldu.jpg,2022-03-02,Zero Fucks Given,False,6.407,377
5857,False,/i6X9J6AgGhR3FNTtEc5GRs9e3ya.jpg,"[10749, 35]",644090,en,"Love, Guaranteed",A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,14.758,/6K22JB6fZZLBuM0knfl8rs9Zoxg.jpg,2020-09-02,"Love, Guaranteed",False,6.407,629
5858,False,/e1ydjqDQbshxEYIfuxYKH9hPjc5.jpg,"[53, 28]",449985,en,Triple Threat,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",35.925,/cSpM3QxmoSLp4O1WAMQpUDcaB7R.jpg,2019-03-19,Triple Threat,False,6.407,541
5859,False,/aDu4NawDawBsBkRiEJUU2NDKdv.jpg,[35],154441,pt,Até que a Sorte nos Separe,"Check out the hilarious story of luck and misadventures of Tino, a family man whose life is transformed after he wins the lottery. Dazzled by wealth, this boaster spends all his money on a life of luxury and ostentation. But after finding out that he is bankrupt, he faces comical situations: besides not telling his wife he is broke because she is pregnant and cannot get upset, Tino must accept help from his neighbor who is an extremely thrifty financial adviser and the only one capable of getting him out of the rut.",6.753,/xAd1DeclHsJ0lnrizw4bTYivFqB.jpg,2012-10-05,Till Luck Do Us Part,False,6.407,301
5860,False,/tqPRfJsrCtX5BvtAP4Bahwhq2dU.jpg,"[28, 878, 12]",76170,en,The Wolverine,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",12.523,/xNi8daRmN4XY8rXHd4rwLbJf1cU.jpg,2013-07-21,The Wolverine,False,6.407,9305
5861,False,/7al64Hp3RPaMNB5AWTdFH7RggnG.jpg,"[80, 18, 53]",13250,en,Butterfly on a Wheel,A sociopathic kidnapper methodically pushes a desperate pair of parents to their absolute breaking point.,13.051,/qcjjYcMaaSKD2C8xn0hy6o6yj2L.jpg,2007-07-27,Butterfly on a Wheel,False,6.4,498
5862,False,/36R0XliSNppCkmfkRo3uW9tCTCi.jpg,[18],10741,en,Bobby,"In 1968 the lives of a retired doorman, hotel manager, lounge singer, busboy, beautician and others intersect in the wake of Robert F. Kennedy's assassination at the Ambassador Hotel in Los Angeles.",18.152,/gnSAo6Yx4dV05zWfy4gi9pOY99h.jpg,2006-09-05,Bobby,False,6.407,365
5863,False,/dlXHherte6D6V6G4gXs0JToQeD7.jpg,"[14, 35, 10749]",10210,en,A Midsummer Night's Dream,"The lovely Hermia is to wed Demetrius, but she truly cares for Lysander. Hermia's friend, Helena, is in love with Demetrius, while other romantic entanglements abound in the woods, with married fairy rulers Titania and Oberon toying with various lovers and each other.",16.669,/3Xlj999Q9mMnMbsICMJbPXFVyfe.jpg,1999-05-14,A Midsummer Night's Dream,False,6.4,345
5864,False,/cb1R4VdM0FkacQ8AYjuK9Qe6Lpl.jpg,"[28, 80, 53]",241554,en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",32.904,/frzdzHceByAIlwVKvSvY9zqpjyV.jpg,2015-03-11,Run All Night,False,6.406,2716
